,id,age,highest_education,profession,avg(GROSPAYX),hispanic,weekly_hours_worked,in_college,is_married,schoolmeals_purchases,self_employed,sex,supp_security,reason_unemployment,main_profession,numweeks_schoolmeals,id_2,psu,psu_popsize,net_income,FWAGEXM,alcbev,bakery,beef,cereal,child_age,housing_type,census_division,eggs,fam_size,food_away,food_home,total_food,fresh_fruit,fresh_veg,value_foodstamps,number_foodstamps,non_alc_grocery,milk,number_earners,non_alc_bevs,oils,othdairy,othmeat,members_under18,members_over64,pet_food,pork,procfruit,proc_veg,spouse_race,foodstamp_or_not,seafood,smoking,lives_in_MSA,state,sweets,vehicle,miscellaneous,poultry,total_food_percent
2774,370875,60,High school graduate,,,No,40.0,Not at all,Widowed,,No,Female,,Retired,930.0,,370875,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,40000.0,40000.0,0.0,2.495,6.245,0.0,7,"House, apartment, flat",Pacific,1.89,2,148.48,56.115,204.595,15.385,0.945,,,60.0,2.29,1,3.245,0.0,0.0,0.0,0,0,25.0,3.795,3.44,0.0,,No,5.395,0.0,Yes,California,0.0,,0.0,10.99,0.26597350000000003
2775,370878,76,Bachelor’s degree,,,No,,Not at all,Married,,No,Male,,Retired,930.0,,370878,Rest of America,"125,000 - 330,000",197081.9,0.0,6.5,6.575,0.0,3.155,0,"House, apartment, flat",Mountain,1.7791099999999997,2,61.35892,112.03999499999999,173.398915,11.30129,1.225,,,175.0,3.82,0,26.54182,7.71,21.14958,2.15886,0,2,1.11,1.42,1.6116549999999998,1.296975,1.0,No,4.07,0.0,Yes,,4.040705,2.0,14.185,0.0,0.045751251535529135
2777,370884,62,Grade 8 or lower,,,No,46.6666666666667,,Married,,No,Female,,Taking care of home/family,910.0,,370884,Rest of America,"< 125,000",100999.8,60549.0,0.0,6.896595,0.0,1.19,7,"House, apartment, flat",,0.0,4,78.525,70.24000500000001,148.765005,2.687775,3.00175,,,110.0,3.766235,3,6.690005,5.025,15.07,3.48,0,1,0.0,3.085,0.0,1.10992,1.0,No,0.0,0.0,No,,2.5,4.0,15.737725,0.0,0.07659203542977314
2779,370886,80,Master’s or greater,,,No,,Not at all,Married,,No,Male,,Retired,930.0,,370886,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,40200.0,0.0,0.0,18.494654999999998,5.13666,7.4945,0,"House, apartment, flat",Middle Atlantic,3.2996199999999996,2,21.0,200.00001,221.00001,13.947054999999999,1.8514099999999998,,,,6.659285000000001,0,23.418905,14.17639,8.843160000000001,6.72365,0,2,0.0,7.975814999999999,6.172795,13.130405,1.0,No,5.948775,0.0,Yes,New York,7.7854399999999995,,35.839145,13.102345,0.2858706597014925
2780,370888,29,High school graduate,,,No,50.0,Not at all,Married,,No,Female,,Taking care of home/family,910.0,,370888,"Seattle-Tacoma-Bellevue, WA",1.20-4 mil,108148.4,108138.4,4.895,16.525,0.0,4.065,2,"House, apartment, flat",Pacific,0.89,6,97.535,128.455,225.99,32.345,6.95,,,180.0,8.465,1,8.495,2.195,7.675,2.865,4,0,0.0,0.0,4.995,1.785,1.0,No,0.0,0.0,Yes,,3.125,2.0,21.905,6.175,0.10866069216003196
2782,370896,34,Some college but no degree,Self-employed,,No,32.5,Not at all,Married,,Yes,Female,,,203.0,,370896,"Detroit-Warren-Dearborn, MI",1.20-4 mil,164664.6,117000.0,0.0,1.295,0.0,0.0,2,"House, apartment, flat",East North Central,0.0,5,10.085,16.31,26.395,2.555,0.0,,,150.0,0.0,2,1.48,4.495,4.19,2.295,3,0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.0,Yes,,0.0,,0.0,0.0,0.008335367771822236
2783,370898,47,Bachelor’s degree,,,No,40.0,Not at all,Married,,No,Female,,Taking care of home/family,910.0,,370898,Rest of America,1.20-4 mil,238346.0,233230.8,0.0,32.755,7.5,3.875,5,"House, apartment, flat",East North Central,5.89,4,101.055,262.06,363.115,26.595,18.325,,,175.0,4.955,1,13.6,2.045,35.87,7.96,2,0,0.0,0.0,5.0167150000000005,4.663285,1.0,No,43.735,3.16,Yes,,8.675,3.0,37.605,2.995,0.07922088056858516
2784,370901,64,Master’s or greater,Paid employee of a PRIVATE company,22718.0,No,45.0,Not at all,Married,,Yes,Female,,,101.0,,370901,"Seattle-Tacoma-Bellevue, WA",1.20-4 mil,473661.5,466461.5,266.05,32.615,4.835,16.4,0,"House, apartment, flat",Pacific,0.0,2,27.751690000000004,252.135,279.88669,40.265,16.545,,,120.0,4.085,2,9.495,7.225,41.705,4.545,0,1,4.575,9.405,1.995,0.0,1.0,No,16.695,0.0,Yes,,20.56,5.0,16.375,9.39,0.030726812037710473
2785,370905,47,Bachelor’s degree,Paid employee of a PRIVATE company,2298.0,No,42.5,Not at all,Married,,No,Male,,,103.0,,370905,Rest of America,1.20-4 mil,78169.2,78134.8,0.0,1.245,0.0,4.5,7,"House, apartment, flat",New England,0.0,3,207.45,72.315,279.765,8.06,2.0,,,65.0,0.0,2,7.975,3.0,0.0,0.0,0,0,0.895,14.47,7.89,0.0,1.0,No,5.5,0.0,Yes,Connecticut,0.0,1.0,11.68,5.995,0.18610629250395297
2786,370906,60,Associate’s degree in college,Paid employee of a PRIVATE company,1400.0,Yes,56.0,Not at all,Married,,No,Male,,,111.0,,370906,"San Diego-Carlsbad, CA",1.20-4 mil,52780.2,43744.2,4.0,14.885,0.0,6.26,7,"House, apartment, flat",Pacific,1.25,3,88.16,144.86,233.02,28.395,3.51,,,150.0,6.215,1,2.795,0.0,15.16,0.0,0,0,0.0,0.0,5.475,1.4,1.0,No,9.08,0.0,Yes,California,2.49,1.0,37.07,10.875,0.22957548474617379
2787,370907,59,High school graduate,,,No,42.0,Not at all,Married,,No,Female,,Retired,930.0,,370907,Rest of America,0.33-1.19 mil,50570.4,50570.4,0.0,4.29,0.0,3.265,0,"House, apartment, flat",West South Central,0.0,2,117.395,14.265,131.66,0.0,0.0,,,28.0,1.85,1,0.54,1.25,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.0,Yes,Louisiana,0.5,2.0,2.57,0.0,0.13538196257099014
2788,370911,38,Bachelor’s degree,Paid employee of a PRIVATE company,1843.0,No,40.0,Not at all,Married,,No,Male,,,103.0,,370911,"Seattle-Tacoma-Bellevue, WA",1.20-4 mil,80100.0,80000.0,142.641945,16.93,4.505,3.735,1,"House, apartment, flat",Pacific,0.0,4,118.41805,159.95,278.36805,23.02,10.475,,,,4.53,1,19.995,0.0,19.805,13.98,2,0,0.0,0.0,0.0,4.995,1.0,No,0.0,0.0,Yes,,1.995,2.0,35.985,0.0,0.18071334082397003
2789,370912,48,Master’s or greater,Paid employee of a PRIVATE company,,No,40.0,Not at all,Married,,Yes,Female,,,103.0,,370912,Rest of America,1.20-4 mil,145600.0,142000.0,15.02002,6.695,4.995,4.599934999999999,5,"House, apartment, flat",South Atlantic,0.0,4,139.229715,215.77,354.999715,53.381440000000005,24.00356,,,250.0,4.285,2,24.66,0.0,14.2,3.735,2,0,0.0,5.265,2.32,0.495,1.0,No,14.085,0.0,Yes,Florida,11.395,4.0,27.675065000000004,13.98,0.1267856125
2790,370913,28,Bachelor’s degree,Paid employee of a PRIVATE company,1400.0,No,45.0,Not at all,Never married,,No,Female,,,110.0,,370913,"Anchorage, AK","125,000 - 330,000",106022.0,104000.0,18.86,11.815535,30.985,9.569135000000001,0,"House, apartment, flat",Pacific,1.551685,2,4.89,237.315,242.205,8.36943,16.419985,,,80.0,5.0570949999999995,2,45.132509999999996,4.09488,8.485,6.995,0,0,0.0,18.385,3.4824599999999997,6.814975,,No,0.0,0.0,Yes,Alaska,3.06275,2.0,54.94726,2.1473,0.11879289204127445
2792,370923,74,High school graduate,Paid employee of a PRIVATE company,,No,25.0,Not at all,Widowed,,No,Female,,,104.0,,370923,"Tampa-St. PetersburgClearwater, FL",1.20-4 mil,27608.0,8000.0,0.0,2.99,0.0,1.0,0,Mobile home or trailer with NO permanent room added,South Atlantic,0.495,1,20.605,58.135,78.74,4.485,4.09,,,50.0,1.495,1,5.08,0.0,0.0,3.0,0,1,0.0,0.0,8.755,0.0,,No,15.0,0.0,Yes,Florida,0.0,1.0,11.745,0.0,0.1483077368878586
2793,370924,71,Bachelor’s degree,,,No,,Not at all,Divorced,,No,Female,,"Ill, disabled, unable to work",900.0,,370924,Rest of America,0.33-1.19 mil,15268.0,0.0,0.0,0.51,1.51,0.0,0,"House, apartment, flat",South Atlantic,0.0,1,21.15,15.83,36.98,4.665,1.405,,,35.0,0.0,0,0.0,0.0,1.785,2.995,0,1,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,North Carolina,0.0,1.0,2.96,0.0,0.12594707885774167
2794,370925,25,Bachelor’s degree,Paid employee of a PRIVATE company,,No,55.0,Not at all,Never married,,No,Female,,,103.0,,370925,"Minneapolis-St. PaulBloomington, MN-WI",1.20-4 mil,60000.0,60000.0,0.0,0.75,0.0,0.0,0,"House, apartment, flat",West North Central,1.99,1,12.095,46.88,58.975,12.41,6.915,,,75.0,0.0,1,0.0,0.0,3.99,4.99,0,0,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,,0.0,1.0,4.625,11.21,0.05111166666666667
2795,370927,22,Some college but no degree,Paid employee of a PRIVATE company,600.0,No,25.0,Part time,Never married,,No,Female,,,105.0,,370927,Rest of America,"< 125,000",17000.0,12000.0,0.0,0.0,0.0,2.02,1,"House, apartment, flat",West South Central,0.0,2,7.84,25.08,32.92,0.345,1.0,,,50.0,0.0,1,0.0,0.0,0.0,2.525,1,0,0.0,5.56,0.0,1.0,,No,0.0,0.0,No,,0.0,1.0,9.09,3.54,0.1006964705882353
2797,370933,88,Bachelor’s degree,Self-employed,,No,8.0,Not at all,Widowed,,Yes,Female,,,203.0,,370933,Rest of America,0.33-1.19 mil,22857.4,0.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",West North Central,0.0,1,0.0,12.625,12.625,3.475,0.0,,,2.0,1.86,1,0.915,0.0,0.0,0.0,0,1,0.0,0.0,2.645,0.0,,No,0.0,0.0,Yes,Kansas,3.73,,0.0,0.0,0.02872155188254132
2798,370935,69,Bachelor’s degree,Paid employee of a PRIVATE company,,No,38.0,Not at all,Never married,,No,Female,,,103.0,,370935,"Chicago-Naperville-Elgin, IL-INWI",4 mil+,92448.8,92251.2,14.495,11.44,2.91,0.695,0,"House, apartment, flat",East North Central,0.0,2,12.895,78.495,91.39,9.395,13.37,,,300.0,0.0,2,6.365,3.53,5.48,0.0,0,1,0.0,13.895,0.0,0.405,,No,0.0,0.0,Yes,Illinois,0.0,2.0,4.21,6.8,0.05140445305942316
2799,370936,54,Associate’s degree in college,Paid employee of a PRIVATE company,800.0,No,35.0,Not at all,Never married,,No,Female,,,104.0,,370936,Rest of America,"125,000 - 330,000",30008.0,14000.0,6.419555,9.699695,0.0,0.0,0,"House, apartment, flat",South Atlantic,0.49,2,71.170445,58.124984999999995,129.29543,1.95586,0.8481299999999999,,,55.0,4.27,1,4.561575,1.9164,5.155,3.8,0,1,0.0,0.0,1.19,0.0,,No,0.0,0.0,Yes,Florida,5.297515,1.0,18.94081,0.0,0.22405233137829916
2800,370939,55,Associate’s degree in college,Paid employee of a PRIVATE company,,No,38.0,Not at all,Never married,,Yes,Male,,,110.0,,370939,Rest of America,1.20-4 mil,32000.0,30000.0,0.0,0.0,0.0,2.745,0,"Housing unit in nontransient hotel, motel, etc.",Middle Atlantic,0.0,1,38.1,24.315,62.415,0.0,0.795,,,45.0,3.99,1,0.0,2.495,3.77,0.0,0,0,0.0,0.0,0.0,0.0,,No,2.19,0.0,Yes,New York,0.0,1.0,8.33,0.0,0.101424375
2801,370940,80,"Some high school, no degree",,,No,,,Widowed,,No,Female,,"Ill, disabled, unable to work",900.0,,370940,Rest of America,"< 125,000",11640.0,0.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",,0.0,1,10.5,8.765,19.265,3.07,2.685,,,65.0,3.01,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,,No,0.0,0.0,No,,0.0,,0.0,0.0,0.0860635738831615
2803,370943,44,Associate’s degree in college,,4200.0,No,45.0,Not at all,Married,,No,Female,,Taking care of home/family,910.0,,370943,"Riverside-San Bernardino-Ontario, CA",1.20-4 mil,130000.0,130000.0,0.0,19.835,22.145,7.203164999999999,4,"House, apartment, flat",Pacific,1.295,6,66.2861,155.165,221.4511,21.645,8.80353,,,180.0,11.925,1,2.845,1.745,13.655,6.835,4,0,4.985,7.37,2.185,1.313305,1.0,No,9.995,0.0,Yes,California,4.71,3.0,11.66,0.0,0.08858044000000001
2804,370950,35,Some college but no degree,,22718.0,No,84.0,Part time,Married,,No,Female,,Taking care of home/family,910.0,,370950,Rest of America,0.33-1.19 mil,235043.8,233230.8,0.0,17.91,5.575,3.715,2,"House, apartment, flat",West North Central,0.68,4,69.105,171.26,240.365,4.369095,4.750905,,,150.0,1.845,1,19.945,8.69,6.615,13.55,2,0,43.12,1.765,8.577685,5.502315,2.0,No,13.155,0.0,Yes,Kansas,0.0,2.0,52.17,2.445,0.053177237604225255
2808,370954,67,Grade 8 or lower,Paid employee of a PRIVATE company,,Yes,10.0,,Widowed,,No,Female,,,110.0,,370954,Rest of America,1.20-4 mil,21686.0,5414.0,0.0,1.0,0.0,5.455,0,"House, apartment, flat",South Atlantic,0.0,1,0.0,68.2,68.2,15.905,18.215,,,125.0,3.29,1,0.0,4.995,6.755,3.595,0,1,0.0,0.0,1.105595,2.844405,,No,0.0,0.0,Yes,Florida,3.985,,1.055,0.0,0.16353407728488425
2809,370959,82,Bachelor’s degree,,,No,,Not at all,Widowed,,No,Female,,Retired,930.0,,370959,"Dallas-Fort Worth-Arlington, TX",4 mil+,27408.0,0.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",West South Central,0.0,1,13.025775,14.57,27.595775,0.0,0.73,,,20.0,0.745,0,1.62,0.0,4.49,3.99,0,1,6.495,0.0,0.0,0.0,,No,0.0,0.0,Yes,Texas,2.995,1.0,0.0,0.0,0.05235625729713952
2810,370960,50,Bachelor’s degree,Paid employee of a PRIVATE company,1900.0,No,50.0,Not at all,Separated,,No,Male,,,107.0,,370960,Rest of America,"< 125,000",49520.0,49500.0,22.755,16.341675,0.0,6.216019999999999,0,"House, apartment, flat",,3.3548199999999997,1,40.08,92.75999499999999,132.839995,6.83303,2.91954,,,75.0,0.0,1,8.329830000000001,7.153455,4.701335,2.0935599999999996,0,0,56.0,0.0,2.074545,1.9590349999999999,,No,0.0,0.0,No,,5.276994999999999,4.0,14.72109,10.785065,0.13949272495961226
2811,370962,27,Bachelor’s degree,Paid employee of a PRIVATE company,,No,40.0,Not at all,Never married,,No,Male,,,107.0,,370962,"Atlanta-Sandy Springs-Roswell, GA",4 mil+,60000.0,60000.0,27.445,1.25,0.0,0.935,0,"House, apartment, flat",South Atlantic,0.495,1,28.73,29.72,58.45,0.0,6.84,,,54.0,2.57,1,5.345,0.0,3.095,2.975,0,0,0.0,1.995,0.0,0.0,,No,0.0,0.0,Yes,Georgia,0.0,1.0,4.22,0.0,0.05065666666666667
2812,370963,37,Some college but no degree,,430.0,No,32.0,Not at all,Married,,No,Male,,"Ill, disabled, unable to work",900.0,,370963,Rest of America,"< 125,000",16434.4,7230.4,0.0,0.0,0.0,0.0,0,"House, apartment, flat",,0.0,2,0.0,3.49,3.49,0.0,0.0,,,65.0,0.0,1,1.99,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.0,No,,0.0,2.0,1.5,0.0,0.011042690940953124
2813,370966,24,Some college but no degree,Paid employee of a PRIVATE company,,No,50.0,Not at all,Never married,,No,Male,,,105.0,,370966,"Phoenix-Mesa-Scottsdale, AZ",1.20-4 mil,10958.0,10958.0,0.0,1.995,0.0,0.0,0,"House, apartment, flat",Mountain,0.0,1,81.9,3.685,85.585,0.0,0.0,,,120.0,0.0,1,1.69,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,Arizona,0.0,1.0,0.0,0.0,0.4061343310823143
2814,370969,38,High school graduate,Paid employee of a PRIVATE company,,Yes,40.0,Not at all,Married,,No,Male,,,110.0,,370969,"Riverside-San Bernardino-Ontario, CA",1.20-4 mil,69185.8,69185.8,0.0,5.035,9.96,1.745,4,"House, apartment, flat",Pacific,1.235,5,37.44,100.07,137.51,3.745,7.77,,,120.0,4.685,2,14.43,4.59,11.7,1.87,3,0,0.0,17.94,0.5,0.895,1.0,No,0.0,0.0,Yes,California,0.0,2.0,11.475,2.495,0.10335242202879781
2815,370970,65,Some college but no degree,,,No,,Not at all,Divorced,,No,Male,,"Ill, disabled, unable to work",900.0,,370970,Rest of America,"125,000 - 330,000",16905.6,0.0,0.0,4.585,0.0,0.0,0,"House, apartment, flat",Mountain,0.75,1,6.78,14.32,21.1,0.0,0.0,,,35.0,0.995,0,3.745,0.0,1.745,2.5,0,1,5.945,0.0,0.0,0.0,,No,0.0,0.0,Yes,Arizona,0.0,1.0,0.0,0.0,0.06490157107703957
2818,370977,40,Bachelor’s degree,Paid employee of a PRIVATE company,1200.0,No,50.0,Not at all,Never married,,No,Female,,,103.0,,370977,"St. Louis, MO-IL",1.20-4 mil,42000.0,42000.0,74.51373000000001,4.625125,0.0,0.505,0,"House, apartment, flat",East North Central,0.0,1,89.78883,96.69500500000001,186.483835,7.8270550000000005,5.481965,,,45.0,0.0,1,15.246455,3.025,6.072645,2.161005,0,0,1.515,0.0,4.417945,5.117725,,No,1.26,0.0,Yes,Illinois,3.291515,2.0,34.94023,2.7233400000000003,0.2308847480952381
2821,370987,74,High school graduate,,,No,,Not at all,Widowed,,No,Female,,Retired,930.0,,370987,Rest of America,"< 125,000",28740.6,0.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",,0.945,1,34.79,7.675,42.465,0.0,0.0,,,,1.145,0,0.0,0.0,1.645,0.0,0,1,0.0,0.0,0.0,0.0,,No,0.0,0.0,No,,0.0,1.0,0.945,2.995,0.07683138139078517
2823,370993,65,Master’s or greater,Paid employee of a PRIVATE company,2550.0,No,28.0,Not at all,Married,,No,Male,,,102.0,,370993,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,125000.0,54000.0,17.753315,4.025,10.9,3.485,7,"House, apartment, flat",Pacific,0.0,4,235.411685,85.96,321.371685,0.815,0.0,,,100.0,9.275,2,22.515,4.485,3.24,0.0,0,1,19.55,0.0,0.0,0.745,1.0,No,0.0,0.0,Yes,California,4.24,4.0,22.235,0.0,0.13369062096
2824,370994,40,Bachelor’s degree,Paid employee of a PRIVATE company,1000.0,No,40.0,Not at all,Married,,No,Male,,,101.0,,370994,"Miami-Fort Lauderdale-West Palm Beach, FL",4 mil+,48000.0,48000.0,0.0,15.4,0.0,13.645,2,"House, apartment, flat",South Atlantic,2.185,4,56.42,201.725,258.145,13.775,31.81,,,175.0,8.070985,1,17.865,1.625,12.369010000000001,27.502865000000003,2,0,0.0,10.97213,0.0,0.0,1.0,No,0.0,0.0,Yes,Florida,0.0,2.0,16.325,30.18001,0.27965708333333333
2826,370998,69,Bachelor’s degree,,,No,40.0,Not at all,Married,,No,Male,,Retired,930.0,,370998,Rest of America,"125,000 - 330,000",56711.8,35939.8,0.0,0.0,0.0,4.11,0,"House, apartment, flat",South Atlantic,0.0,2,3.42,43.515,46.935,3.565,3.27,,,40.0,1.83,1,3.03,0.0,0.0,3.56,0,2,0.0,1.580355,0.0,0.0,1.0,No,0.0,0.0,Yes,North Carolina,0.0,2.0,17.469645,5.1,0.0430354882052765
2829,371004,78,High school graduate,Paid employee of a PRIVATE company,605.0,No,22.0,Not at all,Married,,No,Male,,,111.0,,371004,Rest of America,0.33-1.19 mil,77264.0,35000.0,0.0,5.758775,0.0,0.0,0,"House, apartment, flat",South Atlantic,0.655,2,96.035,51.840005,147.87500500000002,0.485,4.672125,,,95.0,1.52,1,13.163035,1.345,4.820085,0.0,0,2,0.0,6.6,0.5329,3.4552199999999997,1.0,No,0.0,0.0,Yes,North Carolina,3.51,2.0,5.322865,0.0,0.09952242001449577
2830,371009,69,"Some high school, no degree",,,No,,,Married,,No,Male,,Retired,930.0,,371009,Rest of America,"125,000 - 330,000",41342.4,0.0,0.0,7.60261,8.55531,4.0218300000000005,0,"House, apartment, flat",East North Central,1.61391,3,0.0,100.00001999999999,100.00001999999999,5.0546,5.091595,,,75.0,2.660045,0,6.82322,0.0,11.159715,5.19885,0,2,0.0,2.56534,1.81132,1.9227400000000001,1.0,No,3.483965,0.0,Yes,,4.608075,2.0,25.35725,2.469645,0.12577888656681757
2831,371012,49,Bachelor’s degree,Self-employed,1146.0,No,32.3333333333333,Not at all,Married,,Yes,Male,,,210.0,,371012,"Houston-The Woodlands-Sugar Land, TX",4 mil+,451879.1,284430.8,8.41,1.43,13.315,1.635,6,"House, apartment, flat",West South Central,1.49,4,278.62,45.605,324.225,0.56,3.425,,,105.0,5.59,3,0.0,0.0,2.39,6.65,1,0,0.0,2.895,0.0,0.0,4.0,No,6.225,0.0,Yes,Texas,0.0,3.0,0.0,0.0,0.037310200892229806
2832,371013,38,Master’s or greater,Paid employee of a PRIVATE company,22718.0,No,50.0,Not at all,Never married,,Yes,Female,,,103.0,,371013,"Anchorage, AK","125,000 - 330,000",383230.8,233230.8,52.141645000000004,28.5,0.0,0.0,0,"House, apartment, flat",Pacific,0.0,1,90.35335500000001,163.165,253.51835499999999,3.86,28.25,,,150.0,4.99,1,5.15,0.0,6.995,0.0,0,0,81.765,0.0,0.0,0.0,,No,16.005,0.0,Yes,Alaska,9.25,1.0,60.165,0.0,0.03439951710561886
2833,371014,70,Associate’s degree in college,,,No,,Not at all,Married,,No,Male,,Retired,930.0,,371014,Rest of America,1.20-4 mil,22972.0,0.0,0.0,23.898515,15.250364999999999,15.8718,0,"House, apartment, flat",South Atlantic,3.1593150000000003,2,117.31,271.40999500000004,388.71999500000004,22.113905,12.006225,,,100.0,5.877445,0,23.553425,14.803295,15.936925,7.3674800000000005,0,2,21.74,13.801815,8.810025,17.432125,1.0,No,6.308205,18.803225,Yes,North Carolina,14.996355,3.0,39.154804999999996,11.067969999999999,0.8799164086714262
2834,371015,56,Associate’s degree in college,Paid employee of a PRIVATE company,,No,40.0,Not at all,Divorced,,No,Female,,,103.0,,371015,Rest of America,1.20-4 mil,57919.8,57919.8,0.0,2.09,0.0,0.0,0,"House, apartment, flat",West South Central,0.13,1,28.895,40.810005,69.705005,6.672695,2.008795,,,40.0,3.19,1,2.59,0.0,0.0,2.587055,0,0,4.45,2.6364349999999996,1.9313150000000001,0.0,,No,2.9903049999999998,24.16,Yes,Oklahoma,3.9321949999999997,1.0,10.051210000000001,0.0,0.06258067638355105
2835,371016,88,Some college but no degree,,,No,,Not at all,Married,,No,Male,,Retired,930.0,,371016,Rest of America,1.20-4 mil,30612.0,0.0,0.0,0.5,0.0,1.295,0,"House, apartment, flat",East North Central,0.995,2,35.065,34.04,69.105,0.0,1.35408,,,30.0,2.32389,0,1.875,0.745,3.585,0.75,0,2,0.0,2.5,0.695,2.43092,1.0,No,0.0,0.0,Yes,Ohio,5.0,2.0,9.99111,0.0,0.1173872990983928
2836,371019,58,Some college but no degree,,,No,40.0,Not at all,Divorced,,No,Male,,Retired,930.0,,371019,"Anchorage, AK","125,000 - 330,000",110525.0,99525.0,0.0,6.29,12.045,11.28,0,"House, apartment, flat",Pacific,3.49,2,47.84,129.275,177.115,17.735,11.825,,,200.0,8.515,1,20.325,0.0,7.645,0.0,0,0,0.0,9.14,6.04,0.0,,No,0.0,118.905,Yes,Alaska,5.28,6.0,9.665,0.0,0.08332938249264872
2837,371021,26,Bachelor’s degree,Self-employed,500.0,No,42.5,Not at all,Married,,Yes,Male,,,212.0,,371021,Rest of America,"125,000 - 330,000",45000.0,18000.0,4.865,0.995,0.0,2.79,0,"House, apartment, flat",West South Central,0.0,2,147.17,64.58,211.75,3.275,0.0,,,35.0,6.13,2,1.395,1.495,2.245,0.0,0,0,0.0,1.995,4.99,4.48,4.0,No,21.42,0.0,Yes,Texas,0.0,2.0,13.37,0.0,0.2446888888888889
2838,371025,30,Some college but no degree,Paid employee of a PRIVATE company,1100.0,No,36.0,Not at all,Divorced,,No,Male,,,107.0,,371025,Rest of America,"125,000 - 330,000",25000.0,24000.0,25.28,10.17624,6.1005400000000005,0.0,0,"House, apartment, flat",South Atlantic,0.0,1,45.685,51.274995000000004,96.95999499999999,7.8054,0.9342950000000001,,,40.0,1.63323,1,5.47381,0.0,1.53295,0.0,0,0,10.25,0.0,2.341885,2.485945,,No,0.0,2.605,No,,1.6814200000000001,2.0,4.872115,6.237165,0.20167678959999996
2839,371026,48,Master’s or greater,Paid employee of a PRIVATE company,7986.0,No,30.0,Not at all,Widowed,,No,Male,,,101.0,,371026,Rest of America,"< 125,000",103480.0,103480.0,0.0,2.6788,5.005,14.42,6,"House, apartment, flat",,0.0,4,28.11,108.47,136.58,2.25,2.661425,,,350.0,7.17,3,31.55,4.03,7.605,2.0,1,0,0.0,0.0,3.58,0.0,,No,0.0,0.0,No,,5.06083,4.0,18.353945,2.105,0.06863316582914573
2840,371028,49,Master’s or greater,Paid employee of a PRIVATE company,,No,23.0,Not at all,Never married,,Yes,Female,,,102.0,,371028,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,96725.8,38591.2,19.98198,18.205,0.0,3.68,3,"House, apartment, flat",Pacific,1.945,3,313.43302,253.05,566.48302,27.915,18.2,,,125.0,7.83,2,59.77,6.275,28.33,0.0,1,0,0.0,11.985,6.78,0.0,,No,0.0,0.0,Yes,California,32.115,3.0,26.275,3.745,0.30454250096665003
2842,371031,41,High school graduate,Paid employee of a PRIVATE company,700.0,No,30.0,Not at all,Married,,No,Male,,,107.0,,371031,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,39600.0,39600.0,0.0,13.26,3.42,6.77,6,"House, apartment, flat",Middle Atlantic,3.94,4,22.913055,101.445,124.35805500000001,7.755,3.19,,,175.0,1.865,2,12.575,0.88,0.8,8.15,1,1,0.0,3.49,15.840055,2.2299450000000003,,No,0.0,3.24746,Yes,New Jersey,2.95,1.0,10.34,3.99,0.16329845606060608
2843,371032,69,Bachelor’s degree,,,No,,Not at all,Divorced,,No,Male,,Retired,930.0,,371032,"Seattle-Tacoma-Bellevue, WA",1.20-4 mil,19900.0,0.0,0.0,4.375,0.0,7.19,0,"House, apartment, flat",Pacific,0.0,1,1.558,119.615,121.17299999999999,0.0,0.0,,,125.0,0.0,0,2.12,0.0,57.365,0.0,0,1,39.625,0.0,6.58,0.0,,No,0.0,0.0,Yes,,1.745,2.0,27.49,12.75,0.31663296482412057
2844,371034,44,Some college but no degree,Paid employee of a PRIVATE company,1320.0,No,46.6666666666667,Not at all,Married,,No,Female,,,105.0,,371034,Rest of America,"125,000 - 330,000",135600.0,135600.0,8.0,7.33,4.395,5.0,5,,West South Central,0.0,3,157.08,148.73,305.81,10.135,3.41,,,200.0,2.145,3,38.255,0.0,16.125,0.0,1,0,60.73,18.155,0.0,0.99,1.0,No,2.495,0.0,No,Texas,7.925,3.0,28.38,3.99,0.11727227138643069
2845,371035,70,Some college but no degree,,,No,,Not at all,Married,,No,Male,,Retired,930.0,,371035,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,20608.0,0.0,0.0,14.055,1.995,0.0,0,"House, apartment, flat",Middle Atlantic,0.0,2,0.0,72.96,72.96,7.88,19.23,,,78.0,2.59,0,0.0,0.0,4.435,2.495,0,1,0.0,0.0,3.285,0.0,1.0,No,11.89,0.0,Yes,New Jersey,0.5,1.0,4.605,0.0,0.18409937888198755
