,id,age,highest_education,profession,avg(GROSPAYX),hispanic,weekly_hours_worked,in_college,is_married,schoolmeals_purchases,self_employed,sex,supp_security,reason_unemployment,main_profession,numweeks_schoolmeals,id_2,psu,psu_popsize,net_income,FWAGEXM,alcbev,bakery,beef,cereal,child_age,housing_type,census_division,eggs,fam_size,food_away,food_home,total_food,fresh_fruit,fresh_veg,value_foodstamps,number_foodstamps,non_alc_grocery,milk,number_earners,non_alc_bevs,oils,othdairy,othmeat,members_under18,members_over64,pet_food,pork,procfruit,proc_veg,spouse_race,foodstamp_or_not,seafood,smoking,lives_in_MSA,state,sweets,vehicle,miscellaneous,poultry,total_food_percent
2857,371065,72,Grade 8 or lower,,,Yes,,,Divorced,,No,Female,,"Ill, disabled, unable to work",900.0,,371065,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,11028.0,0.0,0.0,6.79,0.0,0.0,0,"House, apartment, flat",Middle Atlantic,2.29,1,0.0,12.07,12.07,0.0,0.0,184.0,12.0,43.0,2.99,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,New York,0.0,,0.0,0.0,0.056913311570547694
2876,371104,34,Bachelor’s degree,Paid employee of a PRIVATE company,,Yes,32.0,Not at all,Divorced,,No,Female,,,104.0,,371104,Rest of America,"125,000 - 330,000",14820.0,8700.0,0.0,4.02,10.49,1.875,3,,West South Central,2.85,3,0.0,92.53,92.53,1.75,12.41,510.0,12.0,110.0,0.0,1,8.755,1.64,9.095,0.0,1,0,0.0,5.635,3.36,9.41,,Yes,0.0,0.0,Yes,Texas,3.02,2.0,13.505,4.715,0.3246666666666667
2902,371163,60,Some college but no degree,,,No,,Not at all,Divorced,,No,Male,,"Ill, disabled, unable to work",900.0,,371163,Rest of America,1.20-4 mil,26958.8,0.0,0.0,7.135,18.379995,4.59,0,Mobile home or trailer with NO permanent room added,South Atlantic,0.0,2,17.5392,109.604995,127.144195,0.0,4.97,80.2,12.0,65.0,3.05,0,18.73,4.965,7.63,6.05,0,0,0.0,9.895,0.0,1.02,,Yes,7.13,0.0,Yes,North Carolina,2.29,1.0,11.225,2.545,0.2452445264626022
2921,371200,22,High school graduate,,,No,40.0,Not at all,Never married,,No,Female,,Taking care of home/family,910.0,,371200,Rest of America,"125,000 - 330,000",36318.0,22280.4,0.0,0.45,6.955,2.54,0,"House, apartment, flat",South Atlantic,0.0,3,25.975,19.7,45.675,0.0,0.0,269.8,12.0,100.0,1.52,1,0.0,0.0,3.04,0.0,0,0,15.225,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,North Carolina,0.91,1.0,4.285,0.0,0.06539732364116967
2954,371271,37,Grade 8 or lower,,500.0,Yes,40.0,,Married,,No,Female,,Taking care of home/family,910.0,,371271,Rest of America,"< 125,000",31024.0,25000.0,12.99,0.495,3.28,3.99,2,"House, apartment, flat",West South Central,0.0,5,3.0,29.475,32.475,0.0,8.605,502.0,12.0,130.0,1.99,1,0.0,0.0,1.665,0.49,3,0,0.0,5.96,0.0,0.0,1.0,Yes,0.0,0.0,Yes,,0.0,2.0,3.0,0.0,0.054432052604435274
2956,371273,56,"Some high school, no degree",,,No,,,Separated,,No,Female,149.0,"Ill, disabled, unable to work",900.0,,371273,Rest of America,0.33-1.19 mil,9359.0,0.0,0.0,11.47,15.63,3.87,0,"House, apartment, flat",East South Central,1.985,1,3.625,94.105,97.73,3.845,14.06,47.0,6.0,50.0,2.1,0,9.625,1.345,4.665,1.995,0,0,0.0,4.135,0.0,1.35,,Yes,4.3,0.0,Yes,Tennessee,2.345,,1.615,9.77,0.5430024575275136
2966,372377,52,"Some high school, no degree",Paid employee of a PRIVATE company,337.0,Yes,25.0,,Never married,,No,Female,,,109.0,,372377,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,27252.0,25200.0,5.34,13.475,0.0,11.485,6,"House, apartment, flat",Middle Atlantic,0.995,3,7.795,111.41,119.205,8.67,0.745,171.0,12.0,160.0,6.88,2,2.495,0.0,4.745,10.225,1,0,0.0,9.16,2.25279,0.5422100000000001,,Yes,0.0,0.0,Yes,New York,0.0,,28.635,11.105,0.2274570673712021
2991,372416,50,High school graduate,,,No,,Not at all,Never married,,No,Female,700.0,"Ill, disabled, unable to work",900.0,,372416,"Chicago-Naperville-Elgin, IL-INWI",4 mil+,4984.0,0.0,0.0,0.0,15.15,0.0,3,"House, apartment, flat",East North Central,0.195,2,0.0,58.94,58.94,0.0,0.0,357.0,12.0,100.0,0.75,0,19.11,0.0,4.335,1.51,1,0,0.0,5.55,0.0,2.52,,Yes,0.0,32.445,Yes,Illinois,0.0,1.0,9.82,0.0,0.6149438202247192
3005,372449,88,<1 year,,,Yes,,,Married,,No,Female,,Retired,930.0,,372449,Rest of America,"125,000 - 330,000",23534.4,0.0,0.0,2.19,0.0,0.0,0,"House, apartment, flat",West South Central,1.145,2,14.055,9.03,23.085,0.0,0.0,138.0,12.0,45.0,2.99,0,2.705,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,Yes,0.0,0.0,Yes,Texas,0.0,,0.0,0.0,0.05100703650826025
3029,372515,56,"Some high school, no degree",Paid employee of a PRIVATE company,175.0,No,25.0,,Married,,No,Male,,,107.0,,372515,Rest of America,"125,000 - 330,000",16912.0,13000.0,0.0,0.98,0.0,0.0,0,Mobile home or trailer with NO permanent room added,South Atlantic,2.49,2,0.0,16.47,16.47,0.0,0.0,326.0,12.0,85.0,12.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,Yes,0.0,0.0,Yes,Florida,1.0,,0.0,0.0,0.05064096499526963
3036,372533,46,"Some high school, no degree",,,No,,,Never married,,No,Female,,Unable to find work,800.0,,372533,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,1930.0,0.0,0.0,0.995,0.0,3.5,3,Housing unit not specified above,Middle Atlantic,1.75,2,10.0,24.745,34.745,3.0,0.0,150.0,12.0,75.0,0.0,0,0.0,0.0,0.0,0.0,1,0,0.0,2.0,0.6866800000000001,0.8133199999999999,,Yes,8.0,0.0,Yes,New York,0.0,,0.0,4.0,0.9361347150259066
3060,372580,22,High school graduate,,,No,,Not at all,Never married,,No,Female,8820.0,"Ill, disabled, unable to work",900.0,,372580,Rest of America,0.33-1.19 mil,17820.0,0.0,0.0,1.5,37.5,0.0,1,"House, apartment, flat",New England,0.0,3,0.0,76.095,76.095,0.0,0.0,255.0,12.0,160.0,0.0,0,1.595,0.0,3.5,0.0,2,0,0.0,0.0,0.0,0.0,,Yes,0.0,5.315,Yes,,0.0,,17.0,15.0,0.22205050505050505
3072,372603,48,Grade 8 or lower,Paid employee of a PRIVATE company,846.0,No,25.0,,Married,,No,Female,,,105.0,,372603,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,30898.0,22000.0,0.0,9.24,0.0,17.505,5,"House, apartment, flat",Middle Atlantic,0.495,4,25.64,129.425,155.065,31.52,22.71,160.0,1.0,150.0,0.0,2,2.155,0.0,0.0,5.515,1,1,0.0,7.98,0.0,2.685,4.0,Yes,11.165,0.0,Yes,New York,1.495,2.0,13.465,3.495,0.2609677001747686
3078,372616,59,Some college but no degree,,,No,,Not at all,Married,,No,Male,,"Ill, disabled, unable to work",900.0,,372616,Rest of America,"125,000 - 330,000",14640.0,0.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",Pacific,0.0,2,20.1,0.0,20.1,0.0,0.0,145.0,12.0,80.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,Yes,0.0,0.0,Yes,California,0.0,1.0,0.0,0.0,0.07139344262295082
3089,372647,60,Some college but no degree,,,No,,Not at all,Divorced,,No,Female,,"Ill, disabled, unable to work",900.0,,372647,Rest of America,"< 125,000",12597.6,0.0,0.0,3.62,0.0,2.11,0,"House, apartment, flat",,0.0,1,0.0,17.64,17.64,2.095,0.0,100.0,12.0,40.0,0.0,0,0.0,0.985,3.87,0.0,0,0,0.0,0.0,0.0,0.0,,Yes,0.0,10.665,Yes,,4.96,,0.0,0.0,0.0728138693084397
3107,372691,40,Some college but no degree,A local government employee,,No,40.0,Not at all,Married,,No,Female,,,101.0,,372691,Rest of America,1.20-4 mil,49979.2,20772.8,11.21,2.41,25.0,3.895,4,"House, apartment, flat",Mountain,0.895,5,17.5,71.00999499999999,88.50999499999999,0.0,4.955,395.0,12.0,200.0,4.345,1,3.62,0.0,0.0,0.0,3,0,0.0,12.5,2.180275,0.70972,2.0,Yes,0.0,0.0,Yes,Nevada,0.5,1.0,0.0,10.0,0.0920887037007395
3127,372722,53,Grade 8 or lower,Self-employed,425.0,Yes,40.0,,Widowed,,Yes,Female,,,210.0,,372722,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,12201.0,11000.0,0.0,7.745,18.496525,0.0,7,"House, apartment, flat",Pacific,0.0,2,30.0,61.335,91.335,0.39,0.0,200.0,6.0,10.0,2.0,2,13.695,0.0,0.0,12.0397,0,0,0.0,3.693775,0.0,0.0,,Yes,0.0,3.505,Yes,California,0.595,1.0,2.68,0.0,0.38926481435947874
3134,372738,52,"Some high school, no degree",,,No,,,Divorced,,No,Male,,"Ill, disabled, unable to work",900.0,,372738,Rest of America,"125,000 - 330,000",13104.0,0.0,0.0,0.78,0.65,0.0,0,Mobile home or trailer with NO permanent room added,East South Central,0.0,1,21.97,24.905,46.875,0.0,0.0,127.0,12.0,20.0,0.0,0,6.865,0.0,0.0,1.04,0,0,0.0,0.0,0.0,5.275,,Yes,0.0,4.74,Yes,Alabama,0.285,2.0,10.01,0.0,0.18601190476190477
3146,372759,52,High school graduate,,,No,,Not at all,Never married,,No,Male,735.0,"Ill, disabled, unable to work",900.0,,372759,Rest of America,"125,000 - 330,000",1851.0,0.0,0.0,0.99,0.0,0.0,0,"House, apartment, flat",West South Central,0.0,1,5.41,8.09,13.5,0.0,0.0,93.0,12.0,35.0,3.89,0,3.21,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,Texas,0.0,,0.0,0.0,0.37925445705024313
3169,372798,60,High school graduate,Paid employee of a PRIVATE company,225.0,No,32.5,Not at all,Widowed,,No,Female,,,110.0,,372798,Rest of America,0.33-1.19 mil,61809.2,59409.2,0.0,9.855045,3.575505,3.854625,0,"House, apartment, flat",New England,1.69815,2,8.5,60.0,68.5,3.047705,2.939155,200.0,12.0,,0.0,2,3.69245,0.0,1.436075,0.0,0,0,0.0,3.03301,0.0,2.50677,,Yes,0.0,0.0,Yes,,3.6662800000000004,1.0,12.853715,7.841514999999999,0.05762896138438938
3181,372825,26,Some college but no degree,Paid employee of a PRIVATE company,466.0,No,40.0,Part time,Never married,,No,Female,,,104.0,,372825,Rest of America,0.33-1.19 mil,18655.0,15000.0,0.0,3.45,8.44,2.415,1,"House, apartment, flat",East South Central,1.15,3,40.685,66.755,107.44,4.59,1.15,370.0,9.0,95.0,6.255,1,3.83,0.94,4.87,0.0,2,0,0.0,0.0,4.695,6.47,,Yes,0.0,1.405,Yes,Tennessee,3.15,1.0,13.295,2.055,0.2994843205574913
3196,372858,64,"Some high school, no degree",,,Yes,,,Widowed,,No,Female,800.0,"Ill, disabled, unable to work",900.0,,372858,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,3128.0,0.0,0.0,0.0,0.0,5.0,0,"House, apartment, flat",Middle Atlantic,0.0,1,2.5,31.74,34.24,0.0,5.74,194.0,12.0,60.0,0.0,0,0.0,4.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,Yes,8.0,0.0,Yes,New York,0.0,,0.0,8.5,0.5692071611253197
3204,372875,66,Master’s or greater,Self-employed,,No,25.0,Not at all,Never married,,Yes,Female,,,201.0,,372875,"San Diego-Carlsbad, CA",1.20-4 mil,155545.0,80000.0,3.745,14.57081,8.638595,7.129144999999999,7,"House, apartment, flat",Pacific,3.4392199999999997,2,58.07,173.017495,231.08749500000002,12.826295,17.762595,100.0,12.0,120.0,4.501785,2,25.1897,2.03986,15.225060000000001,8.05683,0,1,6.12673,0.0,3.7128550000000002,10.646945,,Yes,3.269225,6.1157900000000005,Yes,California,2.8660349999999997,3.0,29.954245,3.188295,0.07725449059757626
3206,372879,19,Some college but no degree,Paid employee of a PRIVATE company,398.333333333333,No,21.6666666666667,Not at all,Never married,,No,Male,,,110.0,,372879,Rest of America,"< 125,000",47445.0,46000.0,5.35,3.48,7.085,0.0,6,"House, apartment, flat",,1.09,7,15.61553,99.415,115.03053,5.285,2.245,400.0,2.0,120.0,6.9,3,25.58,3.24,11.685,0.69,4,0,30.071955,2.78,0.0,0.0,1.0,Yes,0.0,0.0,No,,5.78,5.0,20.64,2.935,0.12607413974075246
3219,372910,65,<1 year,,,Yes,,,Never married,,No,Female,,Retired,930.0,,372910,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,5976.0,0.0,0.0,0.0,3.1,3.49,7,"House, apartment, flat",Middle Atlantic,0.0,2,20.5,23.27,43.77,2.92,5.655,16.0,12.0,30.0,1.495,0,2.43,1.495,0.0,0.0,0,1,0.0,0.0,0.795,0.0,,Yes,0.0,0.0,Yes,New York,0.0,,0.495,1.395,0.38086345381526104
3220,372912,76,Grade 8 or lower,,,Yes,,,Divorced,,No,Female,733.0,Retired,930.0,,372912,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,6043.0,0.0,0.0,1.74,0.0,2.795,7,"House, apartment, flat",Middle Atlantic,0.0,2,0.0,27.52,27.52,11.62,1.44,380.0,12.0,,1.895,0,3.79,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.5,,Yes,0.0,0.0,Yes,New York,0.0,,3.74,0.0,0.23680953168955815
3223,372916,27,Bachelor’s degree,Paid employee of a PRIVATE company,1200.0,No,40.0,Not at all,Never married,,No,Female,,,110.0,,372916,"Philadelphia-CamdenWilmington, PA-NJ-DE-MD",4 mil+,33340.0,33000.0,0.0,12.628485000000001,11.53778,3.61171,3,"House, apartment, flat",Middle Atlantic,3.2531849999999998,2,0.0,124.999995,124.999995,6.487055000000001,3.6968550000000002,170.0,2.0,100.0,5.21486,1,11.51625,4.77705,10.60414,4.889425,1,0,0.0,0.0,5.421455,9.993345,,Yes,3.02526,0.0,Yes,Pennsylvania,3.503115,,22.386705,2.45332,0.194961
3234,372937,51,Associate’s degree in college,Paid employee of a PRIVATE company,580.0,Yes,18.0,Not at all,Never married,,No,Female,,,109.0,,372937,Rest of America,"125,000 - 330,000",32803.4,11743.4,0.0,9.345,3.81,5.98,7,"House, apartment, flat",Middle Atlantic,0.0,3,20.345,96.87,117.215,8.65,6.935,245.0,12.0,15.0,4.375,1,14.82,2.785,5.66,0.0,0,0,0.0,7.035,5.765,5.1,,Yes,0.0,3.95,Yes,Pennsylvania,2.99,,9.12,4.5,0.18580939780632497
3238,372946,55,Bachelor’s degree,A Federal government employee,22718.0,Yes,40.0,Not at all,Widowed,,No,Female,,,103.0,,372946,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,101022.0,100000.0,0.0,5.34345,15.164895000000001,0.0,7,"House, apartment, flat",Pacific,1.095,2,0.0,67.925,67.925,2.26,2.93946,511.0,2.0,,1.297375,1,6.169005,2.74,4.99,1.495,0,0,0.0,10.195,1.995,0.0,,Yes,0.0,0.0,Yes,California,2.24,2.0,7.755814999999999,2.245,0.034963671279523274
3247,372968,27,Some college but no degree,,22718.0,No,44.0,Not at all,Never married,,No,Female,,Taking care of home/family,910.0,,372968,"St. Louis, MO-IL",1.20-4 mil,26836.2,23476.2,14.02,0.0,0.0,0.0,1,"House, apartment, flat",West North Central,0.0,3,0.0,3.56,3.56,0.0,0.0,280.0,12.0,160.0,0.0,1,3.56,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,Missouri,0.0,1.0,0.0,0.0,0.006898145042889828
3252,372979,60,High school graduate,A local government employee,1865.0,No,40.0,Not at all,Separated,,No,Female,,,101.0,,372979,Rest of America,0.33-1.19 mil,67062.2,48500.0,0.0,10.785,0.0,3.195,7,"House, apartment, flat",East South Central,2.1,4,24.495,103.74,128.235,0.0,4.925,300.0,12.0,125.0,14.83,1,25.485,1.315,10.84,1.975,1,1,18.565,8.4,1.925,0.0,,Yes,0.0,0.0,Yes,Tennessee,0.0,3.0,14.3,3.665,0.09943336186406056
3274,373023,32,Some college but no degree,Paid employee of a PRIVATE company,,No,40.0,Not at all,Divorced,,No,Female,,,107.0,,373023,Rest of America,"125,000 - 330,000",56165.4,49969.4,0.0,1.07,0.0,0.775,4,"House, apartment, flat",East South Central,0.0,5,13.94,30.875,44.815,0.535,0.67,500.0,12.0,100.0,0.0,2,7.975,0.0,0.0,3.96,3,0,0.0,2.68,0.535,0.0,,Yes,0.0,0.0,No,,1.875,1.0,6.545,4.255,0.04149138081452282
3281,373038,58,High school graduate,,,Yes,,Not at all,Married,,No,Female,760.0,"Ill, disabled, unable to work",900.0,,373038,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,4336.0,0.0,0.0,1.1,0.0,0.0,0,"House, apartment, flat",Middle Atlantic,0.0,1,0.0,46.91,46.91,5.975,1.495,298.0,12.0,50.0,5.785,0,0.0,0.0,2.495,0.0,0,0,0.0,0.0,1.745,3.495,,Yes,19.745,0.0,Yes,New Jersey,0.0,,0.0,5.075,0.5625738007380073
3282,373041,72,"Some high school, no degree",,1000.0,Yes,40.0,,Widowed,,No,Female,,Retired,930.0,,373041,"Denver-Aurora-Lakewood, CO",1.20-4 mil,23664.0,12000.0,0.0,1.795,2.14,0.0,7,"House, apartment, flat",Mountain,0.49,2,0.0,11.435,11.435,0.0,1.71,180.0,12.0,75.0,0.0,1,0.0,0.0,2.145,0.0,0,1,0.0,0.0,0.0,0.54,,Yes,0.675,0.0,Yes,Colorado,1.095,3.0,0.845,0.0,0.02512762001352265
3283,373042,58,Some college but no degree,Paid employee of a PRIVATE company,527.0,No,35.0,Not at all,Divorced,,No,Female,,,104.0,,373042,Rest of America,"125,000 - 330,000",71436.4,52000.0,22.155,1.04,0.0,2.654075,0,"House, apartment, flat",East North Central,0.245,2,8.84,76.955,85.795,6.285,4.46,194.0,12.0,70.0,0.0,2,0.0,2.625925,13.7,0.0,0,0,0.0,15.35,1.395,0.495,,Yes,0.0,0.0,Yes,,0.0,3.0,28.705,0.0,0.06245191527008641
3290,373059,48,High school graduate,Paid employee of a PRIVATE company,295.0,No,40.0,Not at all,Married,,No,Female,,,106.0,,373059,Rest of America,1.20-4 mil,24431.0,22103.0,0.0,9.612364999999999,3.72597,4.3945300000000005,0,"House, apartment, flat",South Atlantic,1.4401950000000001,3,7.5,80.055,87.555,4.42775,0.769405,194.0,,140.0,4.206925,3,10.92159,3.9294550000000004,6.176475,1.95708,0,0,0.0,0.0,0.0,0.0,1.0,Yes,2.175825,0.0,Yes,North Carolina,5.576569999999999,2.0,15.841885000000001,4.89898,0.1863558593590111
3302,373085,39,Grade 8 or lower,Paid employee of a PRIVATE company,853.0,Yes,40.0,,Separated,,No,Female,,,105.0,,373085,Rest of America,0.33-1.19 mil,24260.0,22856.0,10.18679,13.24,0.0,6.79,4,"House, apartment, flat",South Atlantic,0.0,4,58.78321,167.0,225.78321,8.49,0.0,117.0,12.0,80.0,8.17,1,10.33,15.28,8.98,9.99,3,0,0.0,0.0,4.548369999999999,6.17163,,Yes,8.49,0.0,Yes,Florida,0.0,1.0,66.52,0.0,0.48395411871393235
3325,373133,62,High school graduate,,,No,,Not at all,Married,,No,Female,,"Ill, disabled, unable to work",900.0,,373133,"Atlanta-Sandy Springs-Roswell, GA",4 mil+,12208.6,0.0,0.0,8.44,0.0,1.43,0,"House, apartment, flat",South Atlantic,1.68,1,5.295,55.135,60.43,2.405,12.275,16.0,1.0,38.0,0.0,0,2.395,4.165,4.435,0.0,0,0,0.0,0.0,0.92,0.0,,Yes,0.0,0.0,Yes,Georgia,1.545,1.0,15.445,0.0,0.25738905361794145
3334,373144,73,Grade 8 or lower,,578.0,No,26.0,,Widowed,,No,Female,,Retired,930.0,,373144,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,19804.0,6256.0,17.535,9.505,36.015,3.145,7,"House, apartment, flat",Middle Atlantic,3.355,3,168.265,194.87,363.135,0.0,5.99,190.0,12.0,155.0,4.23,1,28.42,5.34,7.325,7.123405,1,1,0.0,26.021595,5.988925,2.101075,,Yes,9.0,28.08,Yes,New York,2.19,,25.47,13.65,0.9534952534841447
3352,373195,35,Associate’s degree in college,A local government employee,250.0,No,35.0,Part time,Never married,,No,Female,,,103.0,,373195,Rest of America,0.33-1.19 mil,13392.0,12000.0,0.0,6.391525,7.82764,0.0,0,"House, apartment, flat",South Atlantic,1.9380849999999998,1,0.0,75.8,75.8,3.478325,2.570395,116.0,12.0,38.0,0.0,1,4.395215,0.0,5.461415000000001,2.63366,0,0,0.0,6.87735,4.021,0.0,,Yes,6.999230000000001,0.0,Yes,South Carolina,1.7513900000000002,1.0,21.45477,0.0,0.2943249701314217
3353,373196,27,High school graduate,Paid employee of a PRIVATE company,500.0,No,39.0,Not at all,Never married,,No,Male,,,105.0,,373196,"Baltimore-Columbia-Towson, MD",1.20-4 mil,44300.0,44000.0,8.07,10.895,0.0,9.985,1,"House, apartment, flat",South Atlantic,8.07,4,99.44467,120.175,219.61967,13.87,3.73,150.0,1.0,78.0,7.93,2,10.035,0.0,6.83,6.1,2,0,0.0,0.0,4.13261,9.30739,,Yes,0.0,0.0,Yes,,3.87,2.0,12.17,13.25,0.2577928406320542
3362,373212,28,Some college but no degree,Paid employee of a PRIVATE company,,No,52.0,Not at all,Married,,No,Female,,,109.0,,373212,Rest of America,1.20-4 mil,8820.0,7200.0,5.385,4.47,0.0,0.0,3,"House, apartment, flat",Middle Atlantic,1.2789549999999998,2,105.29,60.575005000000004,165.865005,1.117315,2.5842400000000003,270.0,6.0,73.0,0.99884,1,11.57,1.80656,2.495,0.0,1,0,0.0,0.0,3.0084400000000002,2.455655,,Yes,7.5,11.64,Yes,New York,0.0,1.0,21.29,0.0,0.9778889183673469
3381,373250,58,High school graduate,Paid employee of a PRIVATE company,1026.0,No,40.0,Not at all,Married,,No,Male,,,110.0,,373250,Rest of America,1.20-4 mil,37238.0,30000.0,16.475,1.57477,0.0,0.0,0,"House, apartment, flat",Pacific,0.0,2,21.295,16.12,37.415,0.0,0.0,135.0,12.0,140.0,0.0,1,11.199995,0.5,0.0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,Yes,0.0,0.0,Yes,Oregon,0.0,1.0,2.8452349999999997,0.0,0.052247166872549544
3408,373319,54,Some college but no degree,,,Yes,,Not at all,Never married,,No,Female,,"Ill, disabled, unable to work",900.0,,373319,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,6174.0,0.0,0.0,0.5,0.0,5.645,0,"House, apartment, flat",Middle Atlantic,1.215,1,1.095,26.79,27.885,1.68,1.145,497.0,12.0,55.0,5.785,0,4.94,0.0,0.0,0.0,0,0,0.0,0.3875,0.0,0.0,,Yes,0.0,0.0,Yes,New Jersey,0.995,1.0,1.1125,3.385,0.23485908649173956
3413,373328,41,"Some high school, no degree",A State government employee,900.0,No,84.0,,Separated,,No,Female,,,109.0,,373328,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,41100.0,36000.0,0.0,5.04,0.0,15.745,4,"House, apartment, flat",Middle Atlantic,0.0,5,0.625,121.93,122.555,6.0,21.795,425.0,12.0,140.0,13.495,1,5.62,0.0,20.745,0.0,4,0,0.0,0.0,9.495575,1.084425,,Yes,0.0,0.0,Yes,New York,6.625,,8.285,8.0,0.15505742092457422
3417,373337,68,Bachelor’s degree,A local government employee,2800.0,No,50.0,Not at all,Divorced,,No,Male,,,110.0,,373337,"Chicago-Naperville-Elgin, IL-INWI",4 mil+,14812.0,2800.0,0.0,3.735,0.0,2.42,0,"House, apartment, flat",East North Central,0.0,1,2.1,46.235,48.335,2.09,1.355,138.0,12.0,19.0,4.17,1,5.275,3.67,4.165,3.275,0,1,0.805,2.52,0.0,1.63,,Yes,0.505,0.0,Yes,Illinois,1.705,1.0,9.72,0.0,0.1696880907372401
3420,373344,88,High school graduate,,,No,,Not at all,Widowed,,No,Female,,Retired,930.0,,373344,Rest of America,1.20-4 mil,17600.0,0.0,0.0,9.501525,10.655,6.77,7,"House, apartment, flat",South Atlantic,0.0,6,15.025,117.310005,132.335005,1.145,5.27294,600.0,12.0,250.0,1.24,0,8.13,6.285,12.805,0.0,2,1,0.0,7.38,4.205,4.289280000000001,,Yes,0.0,0.0,Yes,South Carolina,2.485,2.0,27.89126,9.255,0.3909897875
3465,374529,62,Some college but no degree,,,No,,Not at all,Divorced,,No,Male,,"Ill, disabled, unable to work",900.0,,374529,"Anchorage, AK","125,000 - 330,000",13204.0,0.0,0.0,0.94,0.0,2.99,0,"House, apartment, flat",Pacific,1.94,1,10.505,46.165,56.67,0.0,0.0,19.0,12.0,46.0,2.465,0,11.4,0.0,7.36,0.0,0,0,0.0,6.72,0.0,2.34,,Yes,0.0,0.0,Yes,Alaska,2.71,1.0,7.3,0.0,0.223177824901545
3485,374583,64,"Some high school, no degree",,,No,,,Widowed,,No,Female,,Retired,930.0,,374583,Rest of America,1.20-4 mil,16332.0,0.0,0.0,12.59,2.595,1.55,0,"House, apartment, flat",East South Central,0.665,2,0.0,104.555,104.555,6.335,2.55,230.0,12.0,120.0,2.115,0,18.16,2.45,1.275,4.72,0,0,24.81,0.44,0.41181999999999996,1.74318,,Yes,2.125,0.0,Yes,Alabama,0.88,,43.95,0.0,0.332896154788146
3519,374656,53,High school graduate,Self-employed,,No,40.0,Not at all,Widowed,,Yes,Female,,,205.0,,374656,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,38400.0,0.0,0.0,1.875,0.0,20.66,0,"House, apartment, flat",Middle Atlantic,5.74,2,49.244955,170.575,219.819955,15.565,12.817775,200.0,12.0,80.0,12.63,1,10.4687,6.627845,6.788460000000001,0.0,0,1,0.0,0.0,12.99,6.789675,,Yes,0.0,0.0,Yes,New Jersey,7.495,1.0,46.902854999999995,3.2246900000000003,0.2976728557291667
3529,374678,69,High school graduate,,1000.0,Yes,40.0,Not at all,Separated,,No,Female,,Retired,930.0,,374678,Rest of America,0.33-1.19 mil,11601.2,2455.2,0.0,1.34,5.25,6.47,7,"House, apartment, flat",South Atlantic,2.89,2,0.0,81.97,81.97,8.25,11.395,194.0,1.0,35.0,4.66,1,2.16,2.495,0.0,0.0,0,1,0.0,4.885,0.0,6.16,,Yes,0.0,0.0,Yes,Florida,0.0,1.0,14.105,11.91,0.36741371582250104
3557,374730,67,Grade 8 or lower,,,Yes,,,Separated,,No,Female,,Retired,930.0,,374730,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,9744.0,0.0,0.0,3.565,0.0,2.99,0,"House, apartment, flat",Middle Atlantic,0.945,1,0.0,35.21,35.21,6.65,0.445,194.0,12.0,45.0,7.41,0,0.0,1.995,5.285,0.0,0,1,0.0,0.0,1.495,3.585,,Yes,0.0,0.0,Yes,New York,0.0,,0.845,0.0,0.18790229885057472
3560,374736,33,High school graduate,Paid employee of a PRIVATE company,,Yes,40.0,Not at all,Divorced,,No,Male,,,101.0,,374736,"Miami-Fort Lauderdale-West Palm Beach, FL",4 mil+,34116.0,32916.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",South Atlantic,0.0,3,59.315,0.0,59.315,0.0,0.0,100.0,12.0,80.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,Florida,0.0,,0.0,0.0,0.0904086059327002
